timestamp,counter,Latitude,Longitude,Snow Depth m,geometry
2017-04-14 14:31:49.25,101083,69.1220367,-148.9304116,0.5015,POINT (423233.7113590696 7669178.319954168)
2017-04-14 14:31:50,101084,69.1220283,-148.930445,0.4354,POINT (423232.3540381475 7669177.425515788)
2017-04-14 14:31:50.5,101085,69.1220267,-148.9305033,0.5519,POINT (423230.0306711812 7669177.320174057)
2017-04-14 14:31:51.25,101086,69.122035,-148.9305084,0.4371,POINT (423229.8570524781 7669178.251668207)
2017-04-14 14:31:52,101087,69.1220283,-148.93057,0.4121,POINT (423227.3845900317 7669177.582020397)
2017-04-14 14:31:52.75,101088,69.12203,-148.9306034,0.5342,POINT (423226.0627212017 7669177.813320246)
2017-04-14 14:31:53.5,101089,69.1220317,-148.9306366,0.39659999999999995,POINT (423224.7488037138 7669178.044370388)
2017-04-14 14:31:54.25,101090,69.1220317,-148.9306583,0.3822,POINT (423223.8861077083 7669178.071541553)
2017-04-14 14:31:54.75,101091,69.1220167,-148.9307217,0.3761,POINT (423221.3129451578 7669176.479045021)
2017-04-14 14:31:55.5,101092,69.1220183,-148.930835,0.44380000000000003,POINT (423216.8142528265 7669176.799254958)
2017-04-14 14:31:56.25,101093,69.1220117,-148.93091,0.3517,POINT (423213.8094108255 7669176.157546985)
2017-04-14 14:31:57,101094,69.1220183,-148.9309733,0.4338,POINT (423211.3160538732 7669176.9724473)
2017-04-14 14:31:57.5,101095,69.1220083,-148.931015,0.3522,POINT (423209.6231342067 7669175.910081792)
2017-04-14 14:31:58.25,101096,69.1220067,-148.93108,0.4238,POINT (423207.033401427 7669175.813152838)
2017-04-14 14:31:59,101097,69.1220067,-148.9311434,0.3889,POINT (423204.5128955216 7669175.892556885)
2017-04-14 14:31:59.75,101098,69.121995,-148.931225,0.35,POINT (423201.2277527836 7669174.690690414)
2017-04-14 14:32:00.5,101099,69.1219867,-148.9313833,0.451,POINT (423194.9052883161 7669173.96386148)
2017-04-14 14:32:01.25,101100,69.121995,-148.9314066,0.4205,POINT (423194.0081301277 7669174.918155797)
2017-04-14 14:32:02,101101,69.12199,-148.9314616,0.441,POINT (423191.8040107731 7669174.429756761)
2017-04-14 14:32:03,101102,69.121995,-148.9314866,0.436,POINT (423190.8276798006 7669175.018367598)
2017-04-14 14:32:03.75,101103,69.1219917,-148.9315333,0.3306,POINT (423188.9595021132 7669174.709053989)
2017-04-14 14:32:04.5,101104,69.1219917,-148.9315399,0.34950000000000003,POINT (423188.6971149336 7669174.717321848)
2017-04-14 14:32:05.25,101105,69.1219833,-148.9316566,0.2108,POINT (423184.0281292836 7669173.927263128)
2017-04-14 14:32:06,101106,69.1219733,-148.9317534,0.2857,POINT (423180.1446579788 7669172.93394742)
2017-04-14 14:32:06.75,101107,69.1219667,-148.9318217,0.26899999999999996,POINT (423177.4061630465 7669172.283890186)
2017-04-14 14:32:07.5,101108,69.12196,-148.93184,0.1808,POINT (423176.6550995563 7669171.560044115)
2017-04-14 14:32:08.5,101109,69.1219567,-148.931855,0.2696,POINT (423176.0471724825 7669171.211023642)
2017-04-14 14:32:09.25,101110,69.12196,-148.9318983,0.3134,POINT (423174.3373431002 7669171.633089539)
2017-04-14 14:32:09.75,101111,69.121955,-148.9319166,0.3389,POINT (423173.5922501967 7669171.098724398)
2017-04-14 14:32:10.5,101112,69.1219517,-148.931995,0.502,POINT (423170.463811245 7669170.82914392)
2017-04-14 14:32:11,101113,69.12196,-148.9320066,0.47259999999999996,POINT (423170.0318025359 7669171.768786978)
2017-04-14 14:32:11.75,101114,69.1219617,-148.9320117,0.21359999999999998,POINT (423169.8350205649 7669171.964657333)
2017-04-14 14:32:12.25,101115,69.1219617,-148.93204,0.2968,POINT (423168.7099348346 7669172.000117933)
2017-04-14 14:32:12.75,101116,69.12195,-148.9320734,0.31670000000000004,POINT (423167.3409923547 7669170.737901545)
2017-04-14 14:32:13.5,101117,69.1219467,-148.9321166,0.1892,POINT (423165.611952777 7669170.424220112)
2017-04-14 14:32:14,101118,69.121945,-148.9321267,0.3195,POINT (423165.2044477897 7669170.247396323)
2017-04-14 14:32:14.5,101119,69.1219383,-148.9321633,0.2968,POINT (423163.7258502889 7669169.54648589)
2017-04-14 14:32:15.25,101120,69.1219483,-148.9321834,0.4072,POINT (423162.9618929237 7669170.686261682)
2017-04-14 14:32:16,101121,69.1219467,-148.9322067,0.43270000000000003,POINT (423162.0299638096 7669170.537125644)
2017-04-14 14:32:16.5,101122,69.1219483,-148.932245,0.5092,POINT (423160.5129417687 7669170.763455573)
2017-04-14 14:32:17,101123,69.1219433,-148.93226,0.40490000000000004,POINT (423159.8990392737 7669170.224959152)
2017-04-14 14:32:17.5,101124,69.1219417,-148.932265,0.5126,POINT (423159.694639278 7669170.052890967)
2017-04-14 14:32:18,101125,69.1219333,-148.9322783,0.42100000000000004,POINT (423159.1363754841 7669169.133304408)
2017-04-14 14:32:18.5,101126,69.1219333,-148.9323066,0.40159999999999996,POINT (423158.0112884253 7669169.168769942)
2017-04-14 14:32:19.5,101127,69.1219383,-148.9323683,0.6019,POINT (423155.5759281266 7669169.803388102)
2017-04-14 14:32:20,101128,69.1219367,-148.9323767,0.3766,POINT (423155.2363583358 7669169.635581336)
2017-04-14 14:32:20.75,101129,69.12194,-148.9323933,0.49979999999999997,POINT (423154.5880084203 7669170.024199456)
2017-04-14 14:32:21.25,101130,69.1219383,-148.9324,0.6113000000000001,POINT (423154.3156719366 7669169.84311639)
2017-04-14 14:32:21.75,101131,69.12194,-148.9324333,0.6612,POINT (423152.9977799321 7669170.074330539)
2017-04-14 14:32:22.25,101132,69.1219417,-148.9324683,0.81,POINT (423151.6123034505 7669170.307676033)
2017-04-14 14:32:22.75,101133,69.12194,-148.9324901,0.7472,POINT (423150.7396555282 7669170.14551846)
2017-04-14 14:32:23.25,101134,69.1219383,-148.93252,0.7605,POINT (423149.5449861991 7669169.993513285)
2017-04-14 14:32:23.75,101135,69.121935,-148.9325417,0.7161,POINT (423148.6706913161 7669169.652897054)
2017-04-14 14:32:24.25,101136,69.12193,-148.9325767,0.888,POINT (423147.2616712885 7669169.139471149)
2017-04-14 14:32:24.75,101137,69.1219333,-148.93262,0.883,POINT (423145.5518446791 7669169.561557247)
2017-04-14 14:32:25.25,101138,69.12194,-148.932665,0.997,POINT (423143.7863819672 7669170.364735255)
2017-04-14 14:32:25.75,101139,69.1219317,-148.9326683,0.941,POINT (423143.6260207605 7669169.44376373)
2017-04-14 14:32:26.25,101140,69.121935,-148.9326983,0.889,POINT (423142.4449459279 7669169.849181279)
2017-04-14 14:32:26.75,101141,69.1219317,-148.9327217,0.996,POINT (423141.5030651852 7669169.510698502)
2017-04-14 14:32:27.25,101142,69.121935,-148.932765,0.9179999999999999,POINT (423139.7932396892 7669169.932788648)
2017-04-14 14:32:27.75,101143,69.1219333,-148.9327917,1.001,POINT (423138.7257876795 7669169.776777557)
2017-04-14 14:32:28.25,101144,69.1219367,-148.9328183,1.058,POINT (423137.6802345993 7669170.189081324)
2017-04-14 14:32:28.75,101145,69.1219283,-148.9328583,1.025,POINT (423136.0604844831 7669169.302969756)
2017-04-14 14:32:29.5,101146,69.12193,-148.932875,0.7661,POINT (423135.402538545 7669169.513384315)
2017-04-14 14:32:30,101147,69.1219233,-148.9328983,0.7898999999999999,POINT (423134.452682674 7669168.795819078)
2017-04-14 14:32:30.5,101148,69.1219183,-148.932925,0.715,POINT (423133.3736315425 7669168.271996386)
2017-04-14 14:32:31,101149,69.1219183,-148.9329483,0.49310000000000004,POINT (423132.4473227428 7669168.301205675)
2017-04-14 14:32:31.5,101150,69.1219183,-148.9329666,0.7067,POINT (423131.719792662 7669168.324147123)
